CLAIM_STATUS,PREMIUM_AMOUNT,CLAIM_AMOUNT,AGE,TENURE,NO_OF_FAMILY_MEMBERS,INCIDENT_HOUR_OF_THE_DAY,CLAIM_TO_PREMIUM_RATIO,REPORT_DELAY_DAYS,POLICY_DURATION_DAYS,INSURANCE_TYPE,MARITAL_STATUS,EMPLOYMENT_STATUS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE
0,56.59,4000,42,7,7,15,70.68386640749249,2,1911,Travel,Y,Y,L,Mortgage,MI,High School,Minor Loss,Ambulance,1,1,TN
1,126.46,5000,31,40,7,18,39.53819389530287,1,1228,Health,Y,Y,M,Rent,LI,Bachelor,Total Loss,Other,0,1,CA
0,95.94,26000,30,64,5,19,271.00271002710025,5,1217,Life,Y,Y,M,Own,HI,Masters,Total Loss,Ambulance,1,1,MD
0,89.63,2000,44,111,2,12,22.313957380341403,5,1351,Travel,Y,Y,H,Rent,LI,Bachelor,Minor Loss,Ambulance,0,1,CT
0,7.11,700,37,115,6,20,98.45288326300984,3,3647,Mobile,Y,Y,L,Mortgage,LI,High School,Minor Loss,Ambulance,1,1,TN
0,72.0,1000,35,11,4,19,13.88888888888889,0,651,Travel,N,N,L,Rent,HI,Bachelor,Total Loss,Ambulance,1,0,DC
0,91.34,12000,48,66,3,18,131.37727173199036,5,3427,Property,Y,Y,H,Own,LI,Bachelor,Total Loss,Other,0,1,MA
0,118.98,10000,55,111,6,4,84.04773911581778,5,2623,Motor,N,Y,L,Own,MI,Bachelor,Total Loss,,0,1,FL
0,85.8,7000,54,20,2,11,81.58508158508158,2,648,Motor,Y,Y,M,Rent,LI,,Total Loss,Ambulance,0,1,KY
0,152.13,10000,61,107,6,16,65.73325445342799,3,932,Property,Y,Y,M,Rent,MI,High School,Minor Loss,Ambulance,1,1,TN
0,154.85,10000,28,106,2,8,64.57862447529868,2,1796,Health,Y,Y,H,Rent,MI,High School,Major Loss,,1,1,GA
0,92.18,83000,62,76,3,18,900.41223692775,2,2889,Life,Y,Y,M,Mortgage,MI,High School,Total Loss,Ambulance,0,1,CO
0,135.0,30000,43,50,5,17,222.22222222222223,5,668,Property,Y,Y,M,Rent,LI,,Minor Loss,Police,1,1,CO
0,80.32,6000,42,89,5,6,74.7011952191235,1,1226,Motor,Y,Y,L,Rent,LI,Bachelor,Major Loss,,0,1,VT
0,137.26,10000,60,80,5,10,72.85443683520327,5,2964,Health,Y,N,H,Rent,LI,Bachelor,Major Loss,Other,1,0,CT
0,63.8,4000,58,39,3,1,62.695924764890286,5,1077,Travel,Y,Y,H,Own,HI,Bachelor,Total Loss,Ambulance,1,1,CO
0,150.06,18000,49,53,6,22,119.95201919232306,3,1749,Health,N,Y,M,Rent,HI,High School,Total Loss,Police,1,1,OK
0,111.87,10000,55,49,2,11,89.38946992044337,5,3640,Motor,N,N,H,Own,HI,Bachelor,Total Loss,,1,0,AL
0,99.11,79000,62,27,5,9,797.0941378266573,5,991,Life,Y,Y,M,Rent,MI,High School,Major Loss,,1,1,TN
0,65.13,92000,32,71,2,3,1412.5594963918318,3,973,Life,Y,Y,L,Rent,MI,High School,Major Loss,Other,0,1,CO
0,154.48,27000,51,68,4,13,174.77990678404973,1,1708,Property,Y,N,L,Rent,LI,,Major Loss,Police,1,1,AK
1,89.14,89000,38,37,6,6,998.4294368409244,5,2714,Life,N,Y,L,Own,MI,Bachelor,Total Loss,Police,0,1,FL
0,75.28,6000,39,91,7,8,79.70244420828905,5,2827,Motor,Y,Y,M,Mortgage,MI,Masters,Minor Loss,,1,0,OK
0,85.0,7000,36,65,7,6,82.3529411764706,5,2059,Motor,Y,Y,L,Own,MI,MD,Major Loss,Ambulance,0,1,CT
0,108.66,37000,62,88,4,8,340.5116878336094,5,3167,Property,Y,Y,M,Rent,HI,High School,Minor Loss,Police,0,1,CA
0,96.05,83000,56,118,2,5,864.133263925039,3,3574,Life,Y,Y,H,Mortgage,MI,High School,Total Loss,Police,1,1,KY
0,6.73,500,53,86,6,12,74.29420505200594,5,856,Mobile,N,N,H,Own,LI,Bachelor,Total Loss,Ambulance,1,1,VT
0,117.0,9000,42,31,3,17,76.92307692307692,5,3289,Motor,Y,N,L,Own,MI,,Total Loss,Police,1,1,MD
1,103.2,2000,30,62,2,16,19.37984496124031,1,3636,Motor,N,Y,L,Rent,MI,Bachelor,Total Loss,Other,0,0,CT
0,50.26,78000,44,90,6,11,1551.9299641862317,5,2650,Life,Y,Y,L,Own,MI,,Major Loss,Police,0,1,FL
0,168.54,13000,31,61,4,14,77.13302480123413,5,1033,Health,Y,Y,M,Mortgage,LI,Bachelor,Major Loss,Ambulance,0,1,OK
0,119.35,5000,34,104,6,19,41.89359028068706,5,1358,Motor,Y,Y,L,Own,MI,High School,Total Loss,Ambulance,1,0,AL
0,11.28,500,26,94,2,17,44.326241134751776,5,1153,Mobile,N,Y,L,Mortgage,HI,Bachelor,Total Loss,Ambulance,0,1,OK
0,107.18,8000,50,90,3,22,74.64079119238663,0,1329,Motor,N,Y,M,Own,HI,College,Major Loss,Police,1,1,CT
0,11.82,300,50,83,7,23,25.380710659898476,1,3612,Mobile,Y,Y,L,Rent,HI,High School,Minor Loss,Ambulance,1,1,OK
0,122.34,4000,62,110,3,6,32.69576589831617,5,2412,Motor,Y,N,H,Rent,MI,Bachelor,Major Loss,Ambulance,1,1,DC
1,77.44,1000,29,34,5,8,12.913223140495868,5,2747,Travel,N,Y,M,Rent,MI,Bachelor,Major Loss,Ambulance,0,1,CA
0,132.26,4000,35,35,4,1,30.24345985180705,0,2736,Motor,Y,Y,L,Rent,MI,High School,Minor Loss,Ambulance,0,1,FL
0,118.4,1000,54,69,5,8,8.445945945945946,2,2775,Motor,N,Y,M,Own,LI,PhD,Total Loss,Ambulance,1,1,OK
0,84.34,1000,43,34,5,9,11.856770215793217,0,1731,Travel,Y,Y,L,Mortgage,MI,College,Total Loss,Police,1,1,KY
0,73.57,1000,28,26,3,10,13.59249694168819,5,3611,Travel,N,Y,M,Mortgage,MI,Bachelor,Total Loss,Other,0,0,CA
0,51.05,1000,47,112,5,17,19.58863858961802,5,3456,Travel,N,Y,L,Mortgage,MI,High School,Major Loss,Ambulance,0,1,FL
0,9.03,700,64,43,4,18,77.51937984496125,1,2553,Mobile,Y,Y,L,Mortgage,LI,Bachelor,Minor Loss,Police,1,0,GA
0,11.72,600,34,15,5,7,51.19453924914676,0,2642,Mobile,Y,Y,H,Rent,MI,MD,Total Loss,Ambulance,0,1,CT
0,99.72,13000,63,116,5,19,130.36502206177298,1,1332,Property,Y,Y,H,Rent,LI,,Major Loss,Ambulance,1,1,AZ
0,83.58,11000,29,88,7,23,131.6104331179708,0,2580,Property,Y,Y,L,Mortgage,MI,Bachelor,Total Loss,Ambulance,1,1,KY
0,157.51,32000,33,99,7,1,203.16170401879248,5,2073,Property,Y,Y,H,Mortgage,HI,High School,Major Loss,Ambulance,1,0,AL
0,89.33,22000,43,32,4,13,246.27784618829062,2,2605,Life,N,Y,M,Mortgage,LI,College,Total Loss,Police,1,1,CO
0,70.09,4000,42,9,2,11,57.06948209444999,1,3430,Travel,N,Y,L,Rent,MI,PhD,Major Loss,Ambulance,1,1,MD
0,196.79,15000,62,59,2,7,76.22338533462066,2,3256,Health,N,Y,M,Own,MI,Bachelor,Major Loss,Police,1,1,KY
0,150.58,33000,40,28,5,20,219.15260990835435,2,1984,Property,Y,N,H,Own,HI,College,Total Loss,Police,1,1,AK
0,10.27,600,35,94,3,22,58.42259006815969,5,3101,Mobile,Y,Y,L,Mortgage,HI,High School,Total Loss,,0,1,CA
0,125.05,15000,37,14,4,7,119.95201919232308,0,2101,Health,Y,Y,L,Rent,HI,Bachelor,Minor Loss,Ambulance,1,1,TN
0,131.01,20000,60,94,5,5,152.66010228226855,5,1746,Health,Y,Y,L,Mortgage,MI,Bachelor,Major Loss,Ambulance,0,1,AL
0,6.75,500,61,89,6,16,74.07407407407408,3,1392,Mobile,N,Y,L,Rent,HI,High School,Major Loss,Police,0,1,KY
0,82.23,19000,40,6,4,9,231.05922412744738,5,2715,Property,Y,Y,L,Own,HI,PhD,Minor Loss,Police,1,1,MA
0,134.96,7000,44,8,4,1,51.86721991701245,5,3746,Motor,Y,Y,L,Own,MI,,Major Loss,Police,1,1,AZ
0,6.77,400,37,65,6,19,59.08419497784343,5,1689,Mobile,Y,Y,L,Own,MI,College,Minor Loss,Police,1,0,AZ
0,87.89,3000,47,40,6,11,34.13357606098532,2,2189,Motor,Y,Y,M,Rent,MI,Masters,Major Loss,Ambulance,1,1,GA
0,80.65,93000,45,74,5,3,1153.130812151271,5,1794,Life,N,Y,H,Own,MI,High School,Major Loss,Ambulance,1,1,TN
0,116.03,5000,47,11,7,4,43.09230371455658,5,2681,Health,Y,Y,L,Own,HI,Masters,Major Loss,,1,0,OK
0,88.68,3000,31,82,4,3,33.82949932341001,5,2638,Travel,Y,Y,H,Own,LI,High School,Total Loss,Police,1,1,FL
0,79.64,2000,51,8,3,22,25.113008538422903,0,2216,Travel,Y,Y,L,Own,LI,High School,Minor Loss,Other,0,0,AR
0,9.84,300,43,98,4,6,30.48780487804878,5,1406,Mobile,Y,Y,L,Own,MI,Bachelor,Minor Loss,Police,0,1,FL
0,83.05,8000,49,24,6,1,96.3275135460566,2,3079,Motor,Y,Y,L,Rent,MI,Bachelor,Total Loss,Ambulance,1,1,AL
0,6.25,600,27,82,7,6,96.0,0,3079,Mobile,Y,Y,M,Own,LI,High School,Minor Loss,Ambulance,0,1,MA
0,196.72,7000,36,38,3,4,35.58357055713705,5,1902,Health,N,Y,H,Rent,MI,MD,Major Loss,,1,1,OK
0,9.3,200,48,84,5,3,21.50537634408602,0,2766,Mobile,N,Y,M,Mortgage,HI,High School,Major Loss,Ambulance,1,1,AR
0,9.96,200,46,36,5,12,20.08032128514056,2,3322,Mobile,Y,Y,M,Own,MI,Bachelor,Minor Loss,Ambulance,1,1,AR
0,82.99,4000,33,39,3,6,48.198578141944814,5,3718,Motor,N,Y,L,Mortgage,MI,High School,Minor Loss,Police,1,0,DC
0,8.26,400,46,15,4,20,48.426150121065376,3,1281,Mobile,Y,Y,L,Rent,MI,College,Major Loss,,1,1,AL
0,68.7,23000,46,65,7,0,334.78893740902475,5,1223,Life,Y,Y,L,Own,MI,Bachelor,Total Loss,,1,1,CO
0,86.72,2000,44,54,6,8,23.062730627306273,2,2610,Travel,Y,Y,H,Mortgage,HI,College,Total Loss,Police,1,0,AK
0,184.96,5000,51,57,6,4,27.032871972318336,5,1534,Health,Y,Y,M,Rent,HI,,Major Loss,,1,1,MD
1,122.88,1000,44,48,6,6,8.138020833333334,1,3740,Motor,Y,Y,M,Rent,MI,College,Major Loss,Other,0,1,MA
0,96.33,7000,38,7,5,9,72.66687428630749,0,2720,Motor,Y,Y,M,Mortgage,MI,Bachelor,Total Loss,Ambulance,1,1,VT
1,88.16,62000,52,43,4,14,703.2667876588022,5,2869,Life,Y,Y,M,Rent,MI,,Minor Loss,Ambulance,0,1,CA
0,95.68,20000,51,93,6,19,209.03010033444815,5,411,Property,Y,Y,M,Own,LI,Masters,Total Loss,Other,1,1,MA
0,109.97,3000,48,59,7,18,27.280167318359553,1,2106,Motor,Y,Y,L,Mortgage,LI,Bachelor,Major Loss,Police,1,1,CT
0,7.77,600,48,49,6,17,77.22007722007723,2,2765,Mobile,Y,Y,L,Rent,MI,High School,Major Loss,Other,1,1,CT
0,99.89,2000,59,113,7,9,20.022024226649314,5,1981,Travel,Y,Y,H,Rent,LI,Bachelor,Major Loss,Ambulance,0,1,AL
0,134.7,36000,31,7,4,14,267.260579064588,5,1807,Property,N,Y,M,Mortgage,MI,MD,Minor Loss,Other,0,1,CA
0,85.14,4000,27,14,3,4,46.98144233027954,5,3554,Travel,Y,Y,M,Own,LI,Bachelor,Minor Loss,Other,1,1,AL
0,71.32,8000,57,35,4,14,112.17049915872127,0,528,Motor,N,Y,L,Rent,MI,,Major Loss,Police,1,0,TN
0,60.56,2000,33,32,2,5,33.02509907529723,5,3113,Travel,Y,Y,M,Rent,MI,College,Minor Loss,Ambulance,1,1,DC
0,57.97,65000,36,17,6,0,1121.2696222183888,5,1787,Life,Y,Y,H,Own,LI,PhD,Total Loss,Other,0,0,CA
0,6.49,700,26,80,7,15,107.85824345146379,1,3119,Mobile,N,Y,L,Rent,HI,College,Minor Loss,Police,1,0,CO
0,84.77,4000,56,96,6,21,47.186504659667335,5,2727,Motor,Y,Y,M,Own,MI,Bachelor,Minor Loss,Ambulance,1,1,OK
0,92.01,54000,62,81,6,11,586.89272905119,2,1995,Life,Y,Y,L,Mortgage,MI,Bachelor,Major Loss,Ambulance,1,0,CT
0,7.03,300,53,91,5,19,42.67425320056899,5,1425,Mobile,Y,N,L,Own,LI,Bachelor,Total Loss,Police,1,1,VT
0,125.77,7000,61,107,3,10,55.65715194402481,3,1023,Health,Y,Y,M,Own,MI,Bachelor,Total Loss,Police,1,1,CT
0,139.6,11000,55,10,6,8,78.79656160458453,0,3246,Health,N,Y,L,Own,MI,High School,Total Loss,Ambulance,0,0,CA
0,92.8,4000,34,52,4,10,43.10344827586207,5,2420,Travel,Y,N,M,Own,MI,PhD,Total Loss,Other,1,1,CT
0,97.07,25000,56,35,2,18,257.54610075203465,0,3199,Life,Y,Y,L,Rent,MI,High School,Total Loss,Police,1,1,TN
0,93.56,20000,57,89,2,20,213.76656690893543,1,1771,Property,Y,Y,M,Mortgage,HI,,Total Loss,Police,0,0,AK
0,142.35,40000,59,90,5,19,280.9975412715139,5,2422,Property,Y,Y,L,Rent,LI,Bachelor,Minor Loss,,1,0,MD
0,97.67,60000,30,62,7,18,614.313504658544,5,321,Life,Y,Y,M,Mortgage,MI,Bachelor,Total Loss,Other,0,1,CA
0,195.71,6000,56,39,3,0,30.657605640999435,5,1362,Health,Y,Y,M,Mortgage,MI,Bachelor,Minor Loss,Ambulance,1,0,MA
0,99.0,5000,50,10,6,20,50.505050505050505,0,721,Travel,Y,Y,M,Own,MI,Bachelor,Major Loss,Police,1,1,MA
1,91.72,62000,48,110,7,22,675.9703445268208,5,433,Life,N,Y,L,Rent,MI,High School,Minor Loss,,1,1,DC
0,78.97,1000,26,78,2,3,12.663036596175763,0,2096,Motor,Y,Y,L,Mortgage,HI,Bachelor,Total Loss,Other,1,0,FL
0,71.68,2000,33,65,5,14,27.90178571428571,2,3597,Travel,Y,Y,L,Rent,LI,,Major Loss,Ambulance,1,1,CA
0,78.12,2000,32,100,3,6,25.60163850486431,3,3698,Travel,Y,Y,L,Mortgage,LI,Bachelor,Total Loss,,1,1,AR
0,56.93,64000,45,27,4,16,1124.1875988055506,0,2584,Life,Y,Y,M,Rent,MI,Bachelor,Total Loss,Ambulance,0,1,CO
0,113.68,18000,50,55,5,23,158.33919774806472,1,1424,Health,N,N,L,Mortgage,LI,High School,Minor Loss,Ambulance,1,0,AR
0,66.81,41000,51,101,6,13,613.6805867385121,3,2097,Life,Y,Y,H,Own,HI,High School,Total Loss,Other,1,1,GA
0,78.34,92000,35,42,4,21,1174.3681388817972,3,508,Life,Y,Y,L,Mortgage,LI,High School,Major Loss,Ambulance,1,1,FL
0,81.56,3000,39,43,4,14,36.78273663560569,2,2315,Travel,N,Y,L,Mortgage,HI,Masters,Minor Loss,Police,0,1,MA
0,86.5,28000,48,117,4,2,323.6994219653179,3,1805,Property,N,Y,M,Own,LI,Bachelor,Major Loss,Police,0,0,KY
0,78.35,1000,33,33,6,22,12.763241863433313,0,1945,Travel,N,Y,M,Rent,LI,High School,Minor Loss,Ambulance,1,1,TN
0,8.73,500,34,54,5,3,57.273768613974795,5,3713,Mobile,Y,Y,L,Rent,MI,High School,Major Loss,Other,1,1,CO
0,11.74,600,54,94,5,16,51.10732538330494,0,1204,Mobile,N,N,M,Mortgage,MI,High School,Minor Loss,Police,1,1,AZ
0,60.15,2000,62,117,4,17,33.25020781379884,3,2909,Travel,Y,Y,M,Rent,MI,MD,Minor Loss,,0,1,AR
0,159.92,40000,50,93,4,20,250.12506253126566,5,244,Property,Y,Y,L,Own,HI,College,Total Loss,Ambulance,0,0,FL
0,176.96,4000,33,73,2,16,22.60397830018083,1,2904,Health,Y,Y,L,Mortgage,MI,College,Total Loss,Police,1,1,AR
0,158.03,2000,50,21,3,9,12.655824843384167,5,3176,Health,Y,N,L,Rent,LI,College,Major Loss,Police,1,1,DC
0,146.07,34000,57,74,6,5,232.76511261723832,5,2742,Property,N,N,M,Rent,MI,Bachelor,Major Loss,Police,0,1,CA
0,96.6,10000,46,12,2,9,103.51966873706004,5,3280,Property,Y,Y,L,Own,MI,College,Major Loss,Ambulance,1,1,GA
0,84.22,3000,54,54,2,19,35.62099263832819,5,3094,Travel,Y,Y,M,Rent,MI,College,Major Loss,Ambulance,1,1,MA
0,71.59,82000,26,69,4,17,1145.4113703031148,3,2391,Life,Y,Y,M,Own,LI,MD,Major Loss,Ambulance,0,1,KY
0,63.97,3000,33,44,7,14,46.896982960762855,0,3529,Travel,Y,Y,M,Mortgage,MI,Bachelor,Major Loss,Ambulance,0,0,AZ
0,138.21,3000,59,119,5,5,21.706099413935316,0,3620,Motor,Y,Y,L,Rent,MI,College,Total Loss,,1,0,GA
0,93.44,5000,55,86,5,11,53.51027397260274,2,1946,Motor,Y,Y,L,Rent,MI,Masters,Major Loss,Police,1,0,AL
0,7.3,100,47,107,3,19,13.698630136986301,1,3264,Mobile,Y,Y,H,Mortgage,MI,Bachelor,Major Loss,Ambulance,0,0,AR
0,55.83,1000,39,90,2,17,17.911517105498838,1,794,Travel,Y,Y,M,Own,MI,High School,Major Loss,,1,0,FL
0,10.1,500,53,107,4,1,49.504950495049506,3,2518,Mobile,N,Y,M,Rent,HI,Bachelor,Total Loss,,1,1,AZ
0,94.21,5000,31,19,4,6,53.07292219509606,3,1783,Travel,N,Y,L,Own,MI,,Minor Loss,Other,1,1,VT
0,81.33,3000,42,81,5,21,36.88675765400222,5,3732,Travel,Y,Y,H,Rent,MI,Bachelor,Minor Loss,Police,0,1,AR
0,115.54,6000,57,41,6,1,51.930067509087756,2,870,Health,Y,Y,L,Mortgage,HI,PhD,Major Loss,Other,1,1,CA
0,155.98,9000,59,69,6,18,57.69970509039621,5,2045,Health,Y,Y,L,Rent,LI,Masters,Minor Loss,Ambulance,0,1,GA
0,151.67,14000,50,19,7,17,92.30566361178876,2,2534,Property,Y,Y,M,Rent,MI,Masters,Total Loss,Ambulance,1,0,CA
0,130.11,6000,30,106,7,23,46.11482591653216,5,1447,Motor,Y,Y,L,Rent,MI,MD,Major Loss,Ambulance,1,0,MD
1,98.01,64000,47,75,6,22,652.9945923885317,5,2109,Life,Y,Y,M,Own,LI,,Major Loss,Ambulance,1,1,AZ
0,128.24,17000,51,29,3,17,132.56394260761073,5,3296,Property,Y,Y,L,Rent,LI,Bachelor,Total Loss,Police,1,0,AL
0,165.63,13000,33,67,3,20,78.48819658274468,5,3207,Health,N,Y,H,Own,MI,Bachelor,Major Loss,Police,0,1,AZ
0,57.45,60000,39,39,5,0,1044.3864229765013,0,387,Life,Y,Y,M,Mortgage,LI,Bachelor,Total Loss,Police,1,1,CO
0,83.72,2000,62,15,4,4,23.889154323936932,1,3525,Travel,Y,Y,L,Own,HI,PhD,Total Loss,Police,1,1,CA
0,134.63,14000,58,88,6,2,103.98870979722201,3,2813,Health,Y,Y,M,Mortgage,MI,High School,Total Loss,Police,1,1,AR
0,98.7,39000,64,41,6,4,395.1367781155015,2,2739,Property,Y,Y,L,Own,HI,Bachelor,Total Loss,Other,1,1,AL
0,108.55,18000,28,73,3,0,165.82220175034547,5,1558,Property,Y,Y,L,Mortgage,HI,MD,Minor Loss,Other,1,1,MA
0,118.77,27000,52,28,5,8,227.33013387218995,5,2488,Property,N,Y,L,Rent,LI,Masters,Total Loss,Ambulance,1,1,FL
0,62.77,3000,50,66,7,9,47.79353194201051,5,2109,Travel,N,Y,M,Own,MI,Masters,Minor Loss,,0,1,CA
0,137.47,14000,46,56,2,21,101.84040154215465,5,2779,Property,Y,N,L,Mortgage,MI,PhD,Minor Loss,Police,0,1,AK
0,7.65,500,35,75,4,4,65.359477124183,5,3667,Mobile,Y,Y,M,Rent,LI,Bachelor,Minor Loss,Ambulance,1,0,OK
0,151.57,18000,56,106,4,3,118.75700996239362,0,1354,Health,N,Y,L,Mortgage,LI,Bachelor,Major Loss,Ambulance,0,1,CO
0,87.93,3000,61,41,7,1,34.118048447628794,5,2002,Travel,Y,Y,L,Own,MI,High School,Total Loss,Ambulance,0,1,MD
0,100.96,33000,63,22,4,15,326.86212361331224,5,346,Property,Y,Y,L,Mortgage,LI,,Minor Loss,Other,1,1,CT
0,87.37,14000,48,76,2,18,160.2380679867231,5,3495,Property,Y,Y,M,Rent,LI,Bachelor,Total Loss,Ambulance,1,1,KY
0,112.26,8000,53,105,4,20,71.26313914127917,5,1808,Motor,Y,Y,L,Mortgage,HI,High School,Major Loss,,0,1,KY
0,112.46,3000,43,71,3,1,26.67615152054064,5,2721,Health,N,N,M,Rent,LI,Masters,Total Loss,Other,1,1,GA
0,116.83,10000,45,69,3,9,85.59445347941454,5,1261,Motor,Y,Y,H,Rent,HI,,Major Loss,Ambulance,0,0,AR
0,101.29,1000,64,96,5,23,9.872642906506071,5,530,Motor,Y,Y,L,Mortgage,MI,Bachelor,Minor Loss,Ambulance,1,1,CT
0,77.79,56000,28,38,6,11,719.8868749196554,5,1974,Life,N,N,L,Mortgage,HI,Bachelor,Minor Loss,Police,0,1,MA
0,194.47,2000,44,89,4,8,10.284362626626216,5,1108,Health,Y,Y,M,Mortgage,LI,College,Major Loss,Ambulance,1,1,FL
0,54.54,30000,62,110,2,19,550.05500550055,2,565,Life,Y,Y,M,Own,MI,,Major Loss,Ambulance,1,1,CA
0,96.89,58000,63,109,3,9,598.6169883372897,3,1453,Life,Y,Y,H,Mortgage,HI,High School,Minor Loss,,0,1,TN
0,66.81,4000,31,7,5,23,59.8712767549768,1,1316,Travel,Y,Y,M,Rent,HI,Bachelor,Minor Loss,Police,1,0,DC
0,186.65,1000,44,73,4,19,5.357621216180016,5,1117,Health,Y,Y,L,Mortgage,HI,Bachelor,Minor Loss,,1,0,VT
0,61.98,2000,41,105,2,2,32.26847370119393,5,1647,Travel,Y,N,H,Mortgage,MI,High School,Minor Loss,Ambulance,1,1,MD
0,85.66,82000,63,18,5,14,957.272939528368,2,2797,Life,Y,N,H,Mortgage,LI,PhD,Major Loss,Police,1,1,OK
0,107.09,10000,25,88,2,17,93.37940050424876,5,3536,Motor,N,Y,H,Own,MI,Bachelor,Major Loss,,1,1,TN
0,69.73,62000,46,38,2,4,889.1438405277498,2,1501,Life,Y,Y,L,Rent,LI,High School,Total Loss,Police,1,1,TN
0,138.3,38000,63,72,2,2,274.76500361532896,5,2748,Property,Y,Y,M,Mortgage,MI,College,Total Loss,,0,1,CA
0,93.56,3000,48,98,7,20,32.06498503634032,5,1276,Travel,Y,Y,M,Rent,HI,Masters,Minor Loss,Ambulance,1,1,AK
0,142.93,29000,38,27,2,9,202.89652277338556,3,2425,Property,N,Y,L,Mortgage,MI,PhD,Total Loss,Other,0,1,AZ
0,137.85,20000,33,31,3,7,145.08523757707653,5,314,Property,Y,Y,M,Mortgage,MI,Bachelor,Major Loss,,1,1,FL
0,54.41,50000,49,38,2,0,918.9487226612756,0,2689,Life,N,Y,H,Rent,MI,,Minor Loss,,1,0,FL
0,129.68,8000,47,98,3,7,61.69031462060456,5,1254,Health,N,Y,H,Rent,LI,High School,Major Loss,Ambulance,1,0,DC
0,73.11,90000,48,36,5,13,1231.0217480508823,3,2899,Life,Y,Y,M,Rent,LI,Bachelor,Total Loss,,1,1,CT
0,76.31,96000,49,14,7,0,1258.02647097366,0,1319,Life,Y,Y,L,Mortgage,HI,College,Minor Loss,Police,1,1,AL
0,11.53,300,55,50,7,10,26.019080659150045,5,1855,Mobile,Y,Y,L,Mortgage,MI,High School,Major Loss,Ambulance,0,0,CT
0,84.27,76000,35,109,2,22,901.8630592144299,1,2223,Life,Y,Y,L,Mortgage,MI,High School,Major Loss,,0,1,CO
0,140.94,17000,47,81,4,7,120.61870299418193,5,746,Health,Y,Y,L,Rent,LI,,Minor Loss,,0,1,FL
0,136.53,17000,64,65,7,2,124.51475866110012,5,2038,Health,Y,Y,L,Mortgage,MI,High School,Major Loss,Ambulance,0,1,MD
0,54.77,84000,47,12,5,18,1533.6863246302719,5,3378,Life,Y,Y,M,Rent,MI,High School,Total Loss,Ambulance,0,0,CT
0,193.38,4000,63,98,3,3,20.68466232288758,3,2270,Health,Y,Y,M,Own,LI,College,Major Loss,Police,1,1,CA
0,64.61,44000,41,58,4,0,681.0091317133571,1,2588,Life,Y,Y,L,Rent,LI,College,Total Loss,Other,0,0,GA
0,97.92,1000,49,60,6,12,10.212418300653594,5,1495,Motor,Y,Y,L,Mortgage,HI,MD,Major Loss,Other,1,1,CA
0,166.25,8000,35,94,3,14,48.1203007518797,0,2131,Health,N,Y,L,Own,LI,High School,Major Loss,Police,1,0,MD
0,118.21,3000,25,9,2,22,25.37856357330175,1,344,Motor,Y,Y,M,Mortgage,LI,Bachelor,Major Loss,Ambulance,1,0,MA
0,87.95,70000,25,39,6,12,795.9067652075042,0,1798,Life,N,Y,M,Own,LI,PhD,Total Loss,Other,1,0,MD
0,108.0,34000,57,64,4,1,314.81481481481484,5,711,Property,N,Y,M,Own,LI,Bachelor,Major Loss,Police,1,1,AZ
0,8.07,600,44,65,3,13,74.34944237918215,3,1305,Mobile,Y,Y,L,Rent,LI,MD,Minor Loss,Police,0,0,OK
0,144.98,4000,26,83,7,5,27.59001241550559,5,702,Health,Y,Y,M,Mortgage,MI,Bachelor,Major Loss,Ambulance,1,0,OK
1,98.63,3000,33,13,7,7,30.416708912095714,2,1324,Motor,N,Y,M,Rent,HI,High School,Major Loss,Police,1,1,CT
0,91.45,14000,31,60,7,7,153.0891197375615,0,1759,Property,Y,Y,L,Own,LI,Masters,Total Loss,Ambulance,1,0,OK
1,59.65,1000,28,69,2,17,16.764459346186086,5,3497,Travel,Y,Y,M,Mortgage,MI,Bachelor,Major Loss,Ambulance,1,0,OK
0,68.21,3000,30,41,2,12,43.981820847383084,0,3622,Travel,Y,Y,M,Mortgage,MI,High School,Total Loss,Police,0,1,CA
0,114.14,25000,48,56,6,0,219.02926230944453,5,2275,Property,Y,N,H,Rent,LI,High School,Total Loss,Police,1,0,OK
0,104.52,12000,25,85,7,23,114.8105625717566,0,2871,Property,Y,Y,L,Own,HI,High School,Major Loss,Other,1,1,VT
0,92.58,1000,58,100,6,19,10.801468999783971,2,848,Motor,Y,Y,M,Rent,LI,Masters,Minor Loss,Ambulance,1,0,GA
0,11.31,500,34,68,7,22,44.208664898320066,3,675,Mobile,Y,Y,M,Own,MI,High School,Minor Loss,,1,1,OK
0,100.27,4000,44,79,4,6,39.89229081480004,5,1833,Motor,Y,Y,M,Mortgage,HI,Bachelor,Minor Loss,Other,1,0,MA
0,66.11,1000,35,101,4,10,15.126304643775526,3,1395,Travel,Y,Y,M,Own,MI,High School,Total Loss,,1,1,CA
0,62.74,18000,51,106,7,5,286.89831048772714,0,3520,Life,Y,Y,H,Own,MI,Bachelor,Major Loss,Police,1,0,CT
0,79.16,7000,27,115,4,22,88.42849924204144,5,1709,Motor,Y,Y,H,Own,MI,High School,Major Loss,Police,1,1,KY
0,94.05,36000,55,57,3,18,382.7751196172249,5,1660,Life,Y,Y,L,Mortgage,HI,High School,Major Loss,Police,1,1,VT
